,Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
51,POWERINDIA,EQ,12-Sep-2023,"4,568.90","4,590.85","4,597.20","4,315.30","4,356.10","4,351.30","4,423.80","26,167","11,57,57,466.70","6,330","10,760",41.12
52,POWERINDIA,EQ,13-Sep-2023,"4,351.30","4,350.00","4,465.85","4,261.95","4,325.00","4,325.50","4,356.27","24,002","10,45,59,195.30","8,759","11,837",49.32
53,POWERINDIA,EQ,14-Sep-2023,"4,325.50","4,359.90","4,449.90","4,342.25","4,360.00","4,361.55","4,387.85","21,640","9,49,53,069.30","7,412","11,750",54.3
54,POWERINDIA,EQ,15-Sep-2023,"4,361.55","4,380.00","4,497.30","4,277.00","4,345.00","4,303.75","4,361.03","45,610","19,89,06,492.65","7,120","28,496",62.48
55,POWERINDIA,EQ,18-Sep-2023,"4,303.75","4,303.75","4,341.70","4,166.00","4,210.00","4,201.35","4,236.81","31,896","13,51,37,360.50","6,403","19,128",59.97
56,POWERINDIA,EQ,20-Sep-2023,"4,201.35","4,201.95","4,250.05","4,151.05","4,180.00","4,163.10","4,192.39","24,382","10,22,18,801.00","5,144","14,816",60.77
57,POWERINDIA,EQ,21-Sep-2023,"4,163.10","4,180.00","4,249.90","4,142.00","4,162.00","4,179.85","4,193.94","15,578","6,53,33,273.60","5,548","6,570",42.17
58,POWERINDIA,EQ,22-Sep-2023,"4,179.85","4,200.70","4,248.30","4,152.50","4,198.00","4,199.80","4,209.56","15,597","6,56,56,504.70","4,571","7,267",46.59
59,POWERINDIA,EQ,25-Sep-2023,"4,199.80","4,200.00","4,240.65","4,161.60","4,187.00","4,183.55","4,198.84","20,693","8,68,86,618.40","3,510","13,248",64.02
60,POWERINDIA,EQ,26-Sep-2023,"4,183.55","4,204.45","4,229.95","4,117.60","4,135.00","4,130.00","4,164.93","16,108","6,70,88,743.75","4,392","8,002",49.68
61,POWERINDIA,EQ,27-Sep-2023,"4,130.00","4,132.00","4,206.75","4,130.75","4,135.00","4,149.15","4,157.23","24,207","10,06,33,953.85","4,012","16,734",69.13
62,POWERINDIA,EQ,28-Sep-2023,"4,149.15","4,169.80","4,240.00","4,100.00","4,125.00","4,121.40","4,138.07","18,163","7,51,59,701.25","3,876","12,383",68.18
63,POWERINDIA,EQ,29-Sep-2023,"4,121.40","4,126.05","4,186.25","4,090.05","4,096.90","4,100.15","4,118.53","15,281","6,29,35,237.20","3,657","8,279",54.18
64,POWERINDIA,EQ,03-Oct-2023,"4,100.15","4,120.65","4,198.00","4,008.40","4,030.00","4,047.30","4,045.35","31,011","12,54,50,488.70","5,614","21,134",68.15
65,POWERINDIA,EQ,04-Oct-2023,"4,047.30","4,044.30","4,107.00","3,966.65","4,008.25","3,997.75","4,048.85","21,432","8,67,74,859.65","4,503","9,907",46.23
66,POWERINDIA,EQ,05-Oct-2023,"3,997.75","4,008.30","4,065.35","3,952.00","3,962.00","3,969.40","3,983.89","26,685","10,63,10,125.25","4,403","18,002",67.46
67,POWERINDIA,EQ,06-Oct-2023,"3,969.40","3,989.20","4,010.80","3,939.00","3,965.00","3,970.75","3,969.37","71,199","28,26,15,168.10","6,641","55,456",77.89
68,POWERINDIA,EQ,09-Oct-2023,"3,970.75","3,960.00","3,984.60","3,895.90","3,929.00","3,938.20","3,939.86","32,594","12,84,15,936.20","6,129","18,511",56.79
69,POWERINDIA,EQ,10-Oct-2023,"3,938.20","3,958.90","4,020.80","3,930.00","4,010.20","4,010.15","3,967.99","24,894","9,87,79,123.50","3,502","12,582",50.54
70,POWERINDIA,EQ,11-Oct-2023,"4,010.15","4,030.20","4,131.00","4,025.00","4,108.50","4,117.35","4,086.99","15,311","6,25,75,846.65","4,068","8,117",53.01
71,POWERINDIA,EQ,12-Oct-2023,"4,117.35","4,137.90","4,343.00","4,115.00","4,321.00","4,317.10","4,254.65","46,124","19,62,41,330.25","10,511","22,339",48.43
