,Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
239,MSUMI,EQ,14-Jun-2023,58.5,59.0,59.2,57.45,57.55,57.6,57.93,"52,25,382","30,27,24,928.90","27,432","23,62,563",45.21
240,MSUMI,EQ,15-Jun-2023,57.6,57.6,58.1,56.1,57.55,57.5,56.98,"1,41,02,599","80,36,12,404.45","35,015","1,03,71,901",73.55
241,MSUMI,EQ,16-Jun-2023,57.5,57.9,58.4,56.95,57.7,57.7,57.74,"43,97,095","25,38,93,320.50","23,418","16,87,480",38.38
242,MSUMI,EQ,19-Jun-2023,57.7,58.25,58.25,57.1,57.75,57.75,57.73,"39,76,004","22,95,17,601.40","20,017","25,80,053",64.89
243,MSUMI,EQ,20-Jun-2023,57.75,57.65,58.8,57.3,58.2,58.3,58.09,"55,53,364","32,26,01,796.70","22,761","36,40,302",65.55
244,MSUMI,EQ,21-Jun-2023,58.3,58.3,58.3,57.2,57.4,57.4,57.55,"44,65,128","25,69,48,119.70","28,605","28,49,664",63.82
245,MSUMI,EQ,22-Jun-2023,57.4,57.5,58.0,56.9,57.75,57.85,57.57,"37,55,394","21,61,83,981.30","36,112","21,53,274",57.34
246,MSUMI,EQ,23-Jun-2023,57.85,57.75,57.75,55.35,56.6,56.55,56.99,"31,80,465","18,12,52,775.35","18,907","18,78,591",59.07
247,MSUMI,EQ,26-Jun-2023,56.55,56.05,56.95,55.9,56.9,56.75,56.47,"25,79,253","14,56,42,292.15","27,760","14,41,549",55.89
248,MSUMI,EQ,27-Jun-2023,56.75,56.75,56.95,56.05,56.6,56.55,56.45,"38,72,933","21,86,22,579.75","25,830","27,19,229",70.21
249,MSUMI,EQ,28-Jun-2023,56.55,56.75,57.2,56.45,56.6,56.6,56.69,"66,31,045","37,59,20,044.80","16,272","56,57,282",85.32
0,MSUMI,EQ,30-Jun-2023,56.6,56.9,58.0,56.6,57.7,57.7,57.29,"1,40,41,353","80,44,34,331.10","39,444","1,13,96,777",81.17
1,MSUMI,EQ,03-Jul-2023,57.7,58.2,58.35,57.35,57.85,57.85,57.76,"24,37,299","14,07,72,430.10","23,260","13,81,261",56.67
2,MSUMI,EQ,04-Jul-2023,57.85,57.6,58.75,57.35,58.1,58.15,58.3,"68,84,130","40,13,63,394.90","33,513","46,64,703",67.76
3,MSUMI,EQ,05-Jul-2023,58.15,58.5,59.3,58.0,58.25,58.4,58.61,"70,18,048","41,13,30,227.80","56,418","43,19,920",61.55
4,MSUMI,EQ,06-Jul-2023,58.4,58.65,58.9,57.9,58.05,58.15,58.28,"55,48,900","32,33,69,079.30","36,717","41,45,864",74.72
5,MSUMI,EQ,07-Jul-2023,58.15,57.7,58.75,57.6,58.4,58.35,58.33,"37,60,820","21,93,56,320.15","21,134","24,61,496",65.45
6,MSUMI,EQ,10-Jul-2023,58.35,58.95,59.0,57.7,57.95,57.85,58.1,"22,15,701","12,87,39,524.20","15,673","11,11,082",50.15
